Individual,Species,Disp,Dispyr,Dispsex,Tag Code,Spawner Id,Spawner Lg (Mm),Spawner Wt (G),Rearing,Prepittag/Pittag Date,Fieldidtype,Fieldid,Rear,Pit Length,Pit Weight,Prepit Pool,Postpit Pool,Group,Individual At Pit-Tagging,Pool,Comment,Mortality Date,Mortality Length,Mortality Weight,Mortality Id,Mortalitysex,Comment,4/21/16 Length,4/21/16 Weight,Pool,Vaccinated 4/21/16,9/29/16 Length,9/29/16 Weight,9/29/16 Pool,1/12/17 Length,1/12/17 Weight,1/12/17 Pool,3yo Maturity Sorta Date,3yo Maturity Sorta Length,3yo Maturity Sorta Weight,3yo Maturity Sorta Sex,3yo Maturity Sorta Pool,3yo Maturity Sorta Tote,3yo Maturity Sorta Note,3yo Maturity Sortb Date,3yo Maturity Sortb Length,3yo Maturity Sortb Weight,3yo Maturity Sortb Sex,3yo Maturity Sortb Pool,3yo Maturity Sortb Tote,3yo Maturity Sortb Note,4yo Maturity Sorta Date,4yo Maturity Sorta Length,4yo Maturity Sorta Weight,4yo Maturity Sorta Sex,4yo Maturity Sorta Pool,4yo Maturity Sorta Tote,4yo Maturity Sorta Comment,4yo Maturity Sortb Date,4yo Maturity Sortb Sex,4yo Maturity Sortb Tote,Record Number,Accessed Date,Source Url,Preferred Citation
OneNOAA14BCB_0143,15,3yo Redfish Lake Release,2017,female,3DD.0077804EC3,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0143,H,197,101.5,4.0,5.0,B,0143,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,463,1352,female,27,mid2,,,,,,,,,,,,,,,,,,,Row 34 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0144,15,Immature,2018,,3DD.0077800F8F,,,,SW,2016-02-24 00:00:00,Cell#,0144,H,185,81.9,4.0,5.0,B,0144,,,,,,,,,216,124,5,y,,,,,,,2017-06-29 00:00:00,431,1098,imm,27,27,,08/03/2017,,,imm,27,27,,2019-06-18 00:00:00,523,2273,imm,27,,,2018-08-09 00:00:00,imm,p26,Row 35 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0145,15,4yo spawner,2018,female,3DD.007781302E,F230,390,1404,SW,2016-02-24 00:00:00,Cell#,0145,H,160,59.4,4.0,5.0,B,0145,,,,,,,,,181,91,5,y,,,,,,,2017-06-29 00:00:00,300,569,imm,27,27,absent caud ped,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,393,1494,male,27,aft,,,,,Row 36 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0146,15,4yo spawner,2018,female,3DD.00778067A7,F430,550,2433,SW,2016-02-24 00:00:00,Cell#,0146,H,180,84.1,4.0,5.0,B,0146,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,405,1030,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,538,2817,female,27,mid,,,,,Row 37 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0147,15,3yo Redfish Lake Release,2017,female,3DD.0077810B35,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0147,H,183,78.1,4.0,5.0,B,0147,,,,,,,,,208,115,5,y,,,,,,,2017-06-29 00:00:00,365,680,female,27,fore,,,,,,,,,,,,,,,,,,,Row 38 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0148,15,3yo Redfish Lake Release,2017,female,3DD.007780D3CE,,,,SW,2016-02-24 00:00:00,Cell#,0148,H,185,78.1,4.0,5.0,B,0148,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,461,1250,female,27,aft2,,,,,,,,,,,,,,,,,,,Row 39 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0149,15,3yo Redfish Lake Release,2017,female,3DD.007780BEBF,,,,SW,2016-02-24 00:00:00,Cell#,0149,H,188,83.5,4.0,5.0,B,0149,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,445,1208,female,27,aft2,,,,,,,,,,,,,,,,,,,Row 40 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0150,15,3yo Redfish Lake Release,2017,male,3DD.00778120E4,,,,SW,2016-02-24 00:00:00,Cell#,0150,H,170,54,4.0,5.0,B,0150,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,377,731,male,27,aft2,,,,,,,,,,,,,,,,,,,Row 41 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0151,15,mort--mature,2017,,3DD.007781202F,mature male,,,SW,2016-02-24 00:00:00,Cell#,0151,H,183,76.2,4.0,5.0,B,0151,,,2017-11-11 00:00:00,470,1087,27-15,male,mature,,,,,,,,,,,2017-06-29 00:00:00,419,945,imm,27,27,,08/03/2017,,,imm,27,27,,,,,,,,,,,,Row 42 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0152,15,Immature,2018,,3DD.00778024B1,,,,SW,2016-02-24 00:00:00,Cell#,0152,H,204,107.2,4.0,5.0,B,0152,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,451,1178,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,575,2816,imm,27,,,2018-08-09 00:00:00,imm,p26,Row 43 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0153,15,3yo Redfish Lake Release,2017,female,3DD.007780BCA3,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0153,H,173,61.5,4.0,5.0,B,0153,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,472,1418,female,27,mid2,,,,,,,,,,,,,,,,,,,Row 44 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0154,15,4yo spawner,2018,female,3DD.007781709B,F410,475,1178,SW,2016-02-24 00:00:00,Cell#,0154,H,185,79.9,4.0,5.0,B,0154,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,350,532,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,464,1459,female,27,aft2,,,,,Row 45 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0155,15,4yo spawner,2018,MALE,3DD.007780CDE0,,619,3396,SW,2016-02-24 00:00:00,Cell#,0155,H,197,103,4.0,5.0,B,0155,,,,,,,,,,,,,323,466,27,,,,2017-06-29 00:00:00,417,1003,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,578,3113,male,27,mid2,,,,,Row 46 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0156,15,3yo Spawner,2017,female,3DD.0077812E07,F151,416,866,SW,2016-02-24 00:00:00,Cell#,0156,H,174,66.1,4.0,5.0,B,0156,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,408,870,female,27,fore2,,,,,,,,,,,,,,,,,,,Row 47 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0157,15,3yo Redfish Lake Release,2017,male,3DD.007780A12A,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0157,H,200,99.5,4.0,5.0,B,0157,,,,,,,,,,,,,338,516,27,,,,2017-06-29 00:00:00,491,1537,male,27,mid2,,,,,,,,,,,,,,,,,,,Row 48 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0158,15,mort,2017,,3DD.0077812606,,,,SW,2016-02-24 00:00:00,Cell#,0158,H,153,51.3,4.0,5.0,B,0158,,,2017-10-01 00:00:00,350,530.5,27-10,male,mg,182,89,5,y,,,,,,,2017-06-29 00:00:00,350,644,imm,27,27,,08/03/2017,,,imm,27,27,,,,,,,,,,,,Row 49 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0159,15,3yo Redfish Lake Release,2017,female,3DD.0077803321,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0159,H,205,103.3,4.0,5.0,B,0159,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,482,1468,female,27,mid2,,,,,,,,,,,,,,,,,,,Row 50 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0160,15,3yo SPAWNER,2017,female,3DD.00778D9804,F56,473,1292,SW,2016-02-24 00:00:00,Cell#,0160,H,210,112.5,4.0,5.0,B,0160,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,457,1335,female,27,aft,,,,,,,,,,,,,,,,,,,Row 51 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0161,15,MORT,2018,,3DD.00778034A0,,,,SW,2016-02-24 00:00:00,Cell#,0161,H,192,79.5,4.0,5.0,B,0161,,,2018-08-22 00:00:00,616,3305,2-1,FEMALE,MG,,,,,,,,,,,2017-06-29 00:00:00,420,893,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,603,3061,female,27,fore2,,,,,Row 52 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0162,15,3yo Redfish Lake Release,2017,male,3DD.00778C4A25,,,,SW,2016-02-24 00:00:00,Cell#,0162,H,194,94.6,4.0,5.0,B,0162,,,,,,,,,,,,,325,464,27,,,,2017-06-29 00:00:00,469,1495,male,27,mid,,,,,,,,,,,,,,,,,,,Row 53 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0163,15,3yo Redfish Lake Release,2017,male,3DD.007780FFC6,,,,SW,2016-02-24 00:00:00,Cell#,0163,H,198,90.7,4.0,5.0,B,0163,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,483,1497,male,27,aft,,,,,,,,,,,,,,,,,,,Row 54 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0164,15,"2YO MATURE, NOT SPAWNED",2016,male,3DD.00778055A7,,,,SW,2016-02-24 00:00:00,Cell#,0164,H,209,122.5,4.0,5.0,B,0164,,,2016-11-18 00:00:00,375,679.5,27-3,MALE,MATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 55 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0165,15,4yo spawner,2018,female,3DD.00778D534F,F405,587,2422,SW,2016-02-24 00:00:00,Cell#,0165,H,190,82.2,4.0,5.0,B,0165,,NON PRODUCTIVE,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,443,1105,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,581,2746,female,27,aft,,,,,Row 56 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0166,15,3yo Redfish Lake Release,2017,male,3DD.00778C22B2,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0166,H,174,68.5,4.0,5.0,B,0166,,,,,,,,,205,115,5,y,,,,,,,2017-06-29 00:00:00,383,864,male,27,mid2,,,,,,,,,,,,,,,,,,,Row 57 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0167,15,3yo Pettit Lake Release,2017,MALE,3DD.007780B8BC,,,,SW,2016-02-24 00:00:00,Cell#,0167,H,195,97.5,4.0,5.0,B,0167,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,490,1729,male,27,fore,,,,,,,,,,,,,,,,,,,Row 58 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0168,15,4yo SPAWNER,2018,male,3DD.007780D2D4,,652,3727,SW,2016-02-24 00:00:00,Cell#,0168,H,184,79.4,4.0,5.0,B,0168,,,,,,,,,213,124,5,y,,,,,,,2017-06-29 00:00:00,432,1093,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,614,3451,male,27,fore2,,,,,Row 59 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0169,15,4yo SPAWNER,2018,male,3DD.007780A123,,608,3362,SW,2016-02-24 00:00:00,Cell#,0169,H,198,100.7,4.0,5.0,B,0169,,,,,,,,,225,153,5,y,,,,,,,2017-06-29 00:00:00,439,1207,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,575,2855,male,27,fore,,,,,Row 60 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0170,15,3yo Redfish Lake Release,2017,male,3DD.007780DCEA,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0170,H,174,69.8,4.0,5.0,B,0170,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,440,1236,male,27,mid2,,,,,,,,,,,,,,,,,,,Row 61 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0171,15,3yo Redfish Lake Release,2017,female,3DD.007780E179,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0171,H,195,92.1,4.0,5.0,B,0171,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,450,1236,female,27,fore,,,,,,,,,,,,,,,,,,,Row 62 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0172,15,4YO PETTIT LAKE RELEASE,2018,MALE,3DD.00778C076C,,,,SW,2016-02-24 00:00:00,Cell#,0172,H,214,123.1,4.0,5.0,B,0172,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,428,1000,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,594,2961,male,27,aft2,,,,,Row 63 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0173,15,3yo Redfish Lake Release,2017,female,3DD.00778196CD,2ND RELEASE,,,SW,2016-02-24 00:00:00,Cell#,0173,H,179,68.6,4.0,5.0,B,0173,,,,,,,,,191,80,5,y,,,,,,,2017-06-29 00:00:00,403,836,female,27,mid2,,,,,,,,,,,,,,,,,,,Row 64 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0174,15,Immature,2018,,3DD.007780AF80,,,,SW,2016-02-24 00:00:00,Cell#,0174,H,195,89.6,4.0,5.0,B,0174,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,451,1127,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,596,2676,imm,27,,,2018-08-09 00:00:00,imm,p26,Row 65 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0175,15,Immature,2018,,3DD.0077819D67,,,,SW,2016-02-24 00:00:00,Cell#,0175,H,210,99.8,4.0,5.0,B,0175,,,,,,,,,,,,,323,375,27,,,,2017-06-29 00:00:00,414,793,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,547,2019,imm,27,,,2018-08-09 00:00:00,imm,p26,Row 66 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0176,15,4yo spawner,2018,female,3DD.00778180C7,F145,596,2517,SW,2016-02-24 00:00:00,Cell#,0176,H,210,114.4,4.0,5.0,B,0176,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,439,1100,imm,27,27,,08/03/2017,,,imm,27,27,,2018-06-19 00:00:00,582,2611,male,27,aft2,,,,,Row 67 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0177,15,3yo Pettit Lake Release,2017,male,3DD.007781D261,,,,SW,2016-02-24 00:00:00,Cell#,0177,H,205,118.6,4.0,5.0,B,0177,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,458,1350,male,27,mid,,,,,,,,,,,,,,,,,,,Row 68 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0178,15,3yo Spawner,2017,female,3DD.00778D701E,F94,455,1170,SW,2016-02-24 00:00:00,Cell#,0178,H,180,71.6,4.0,5.0,B,0178,,,,,,,,,,,,,,,,,,,2017-06-29 00:00:00,439,1220,female,27,mid,,,,,,,,,,,,,,,,,,,Row 69 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
